Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Assay Name,Experimental Condition [stretch duration],Experimental Condition [Nocodazole or DMSO],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Folder Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Protocol REF,Processed Data File
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_038.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_038.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_038.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_039.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_039.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_039.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_040.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_040.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_040.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_041.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_041.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_041.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_042.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_042.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_042.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_043.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_043.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_043.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_044.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_044.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_044.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_045.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_045.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_045.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_046.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_046.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_046.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_047.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_047.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_047.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_048.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_048.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_048.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_049.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_049.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_049.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_050.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_050.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_050.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_001.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_001.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_001.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_002.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_002.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_002.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_003.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_003.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_003.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_004.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_004.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_004.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_005.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_005.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_005.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_006.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_006.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_006.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_007.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_007.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_007.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_008.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_008.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_008.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_009.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_009.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_009.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_010.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_010.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_010.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_011.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_011.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_011.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_012.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_012.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_012.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_013.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_013.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_013.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_014.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_014.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_014.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_015.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_015.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_015.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_016.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_016.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_016.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_017.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_017.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_017.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_018.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_018.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_018.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_019.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_019.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_019.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_020.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_020.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_020.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_021.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_021.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_021.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_022.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_022.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_022.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_023.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_023.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_023.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_024.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_024.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_024.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_025.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_025.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_025.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_026.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_026.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_026.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_027.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_027.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_027.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_028.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_028.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_028.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_029.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_029.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_029.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_030.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_030.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_030.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_031.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_031.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_031.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_032.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_032.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_032.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_033.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_033.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_033.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_034.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_034.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_034.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_035.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_035.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_035.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_036.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_036.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_036.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_037.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_037.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_037.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_038.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_038.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_038.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_039.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_039.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_039.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_040.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_040.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_040.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No35_2012_08_04_8h_actin_microtubules_041.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No35_2012_08_04_8h_actin_microtubules_041.lsm,8h,Untreated,,,,2012_08_04,ExperimentA_No35_2012_08_04_8h_actin_microtubules_041.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
